pageRef,startedDateTime,requestMethod,requestUrl,requestHttpVersion,requestHeaderSize,responseStatus,responseContentSize,responseContentType,time,blocked,dns,ssl,connect,send,wait,receive,_blocked_queueing
page_1,2023-02-22T22:32:59.964Z,GET,https://noagendatube.com/w/qfgNJkcJUfVdJwzY9G5USt,http/2.0,0,200,18274,text/html; charset=utf-8,271.13100001588464,1.7620001817345619,-1,-1,-1,0.20800000000000002,268.6430000807941,0.5179997533559799,1.461000181734562
page_1,2023-02-22T22:33:00.304Z,GET,https://noagendatube.com/client/en-US/runtime.2c3f791f78343090.js,http/2.0,0,200,4540,application/javascript,"public, max-age=31536000, immutable",77.40500010550022,1.711000030696392,-1,-1,-1,0.2180000000000002,75.03599998405576,0.44000009074807167,0.5850000306963921
page_1,2023-02-22T22:33:00.304Z,GET,https://noagendatube.com/client/en-US/polyfills.0d72f51ffd71c69f.js,http/2.0,0,200,96216,application/javascript,"public, max-age=31536000, immutable",164.34899996966124,1.8500000210404397,-1,-1,-1,0.19199999999999995,148.58399999588727,13.722999952733517,0.4920000210404396
page_1,2023-02-22T22:33:00.304Z,GET,https://noagendatube.com/client/en-US/main.61b275133203c9f5.js,http/2.0,0,200,1248457,application/javascript,"public, max-age=31536000, immutable",465.60300001874566,1.826000255048275,-1,-1,-1,0.10999999999999988,220.93199990212918,242.7349998615682,0.431000255048275
page_1,2023-02-22T22:33:00.377Z,GET,https://noagendatube.com/client/en-US/styles.ac6e2b49082ebf2a.css,http/2.0,0,200,240895,text/css,"public, max-age=31536000, immutable",0.1650000922381878,-1,-1,-1,-1,0,0.1500002108514309,0.014999881386756897,-1
page_1,2023-02-22T22:33:00.379Z,GET,https://noagendatube.com/client/en-US/SourceSans3VF-Roman.ttf.1befb5b37992491d.woff2,http/2.0,0,200,144620,font/woff2,144620,"public, max-age=31536000, immutable",0.11999998241662979,-1,-1,-1,-1,0,0.1009996049106121,0.019000377506017685,-1
page_1,2023-02-22T22:33:00.379Z,GET,https://noagendatube.com/client/en-US/SourceSans3VF-Italic.ttf.eceb92dd95fc9d41.woff2,http/2.0,0,200,117748,font/woff2,117748,"public, max-age=31536000, immutable",0.11300016194581985,-1,-1,-1,-1,0,0.09200023487210274,0.020999927073717117,-1
page_1,2023-02-22T22:33:00.961Z,GET,https://noagendatube.com/plugins/livechat/6.1.0/client-scripts/dist/client/common-client-plugin.js,http/2.0,0,200,873,application/javascript; charset=UTF-8,873,"public, max-age=2592000, immutable",79.7910001128912,0.9449997934699059,-1,-1,-1,0.24099999999999994,78.17400006437302,0.431000255048275,0.6149997934699059
page_1,2023-02-22T22:33:00.962Z,GET,https://noagendatube.com/plugins/lightning/0.3.7/client-scripts/dist/common-client-plugin.js,http/2.0,0,200,64892,application/javascript; charset=UTF-8,"public, max-age=2592000, immutable",84.80599988251925,0.9009998968541622,-1,-1,-1,0.182,83.03099983870983,0.6920001469552517,0.5979998968541622
page_1,2023-02-22T22:33:00.988Z,GET,https://noagendatube.com/api/v1/oauth-clients/local,http/2.0,0,200,99,application/json; charset=utf-8,99,97.92699990794063,1.2450000596642494,-1,-1,-1,0.244,95.05299977958202,1.385000068694353,0.8640000596642494
page_1,2023-02-22T22:33:00.990Z,GET,https://noagendatube.com/api/v1/users/me,http/2.0,0,200,3602,application/json; charset=utf-8,3602,111.16599990054965,1.1360000075399876,-1,-1,-1,0.20900000000000002,95.63099987676739,14.190000016242266,0.7960000075399876
page_1,2023-02-22T22:33:01.022Z,GET,https://noagendatube.com/client/en-US/3867.08f833b8f46a33ae.js,http/2.0,0,200,8617,application/javascript,"public, max-age=31536000, immutable",81.20299968868494,1.8429996926784515,-1,-1,-1,0.20599999999999996,78.59300014805794,0.5609998479485512,1.0909996926784515
page_1,2023-02-22T22:33:01.025Z,GET,https://noagendatube.com/client/en-US/6551.9aca543a269c2ab7.js,http/2.0,0,200,74094,application/javascript,"public, max-age=31536000, immutable",97.56499994546175,1.7209999003112317,-1,-1,-1,0.20799999999999996,93.5060001244247,2.1299999207258224,1.2099999003112316
page_1,2023-02-22T22:33:01.027Z,GET,https://noagendatube.com/client/en-US/6226.ec9143c27f55fb56.js,http/2.0,0,200,72252,application/javascript,"public, max-age=31536000, immutable",97.30300027877092,1.1769999715089798,-1,-1,-1,0.176,91.89299991607666,4.057000391185284,0.8829999715089798
page_1,2023-02-22T22:33:01.029Z,GET,https://noagendatube.com/client/en-US/8337.f9826396ce160997.js,http/2.0,0,200,99334,application/javascript,"public, max-age=31536000, immutable",96.35800030082464,1.0100001990795135,-1,-1,-1,0.189,90.58300018242002,4.575999919325113,0.7600001990795135
page_1,2023-02-22T22:33:01.031Z,GET,https://noagendatube.com/client/en-US/3957.d8da9a8515d2b0e6.js,http/2.0,0,200,24608,application/javascript,"public, max-age=31536000, immutable",93.2289999909699,1.419999755948782,-1,-1,-1,0.201,88.72099990522861,2.8870003297924995,0.976999755948782
page_1,2023-02-22T22:33:01.033Z,GET,https://noagendatube.com/client/en-US/3443.7ad8f5936eeb67cf.js,http/2.0,0,200,55412,application/javascript,"public, max-age=31536000, immutable",91.53500013053417,1.7749999884665013,-1,-1,-1,0.21400000000000008,86.37699999329448,3.1690001487731934,1.1909999884665012
page_1,2023-02-22T22:33:01.035Z,GET,https://noagendatube.com/client/en-US/common.5fcc5c53c670ad74.js,http/2.0,0,200,19213,application/javascript,"public, max-age=31536000, immutable",90.02200001850724,2.0669999515712263,-1,-1,-1,0.3580000000000001,84.10799980983138,3.4890002571046352,1.1249999515712261
page_1,2023-02-22T22:33:01.037Z,GET,https://noagendatube.com/client/en-US/1464.500cf1d04072c845.js,http/2.0,0,200,532285,application/javascript,"public, max-age=31536000, immutable",171.6730003245175,2.0250002201199533,-1,-1,-1,0.18799999999999994,94.99000022852421,74.46999987587333,1.2520002201199532
page_1,2023-02-22T22:33:01.046Z,GET,https://noagendatube.com/client/en-US/menu.f95723082925e997.svg,http/2.0,0,200,339,image/svg+xml,339,"public, max-age=31536000, immutable",0.11899974197149277,-1,-1,-1,-1,0,0.10599987581372261,0.012999866157770157,-1
page_1,2023-02-22T22:33:01.047Z,GET,https://noagendatube.com/client/assets/images/logo.svg?c13fad3504a51af75ed52a68885c09c16d4c5ae9,http/2.0,0,200,290,image/svg+xml,290,"public, max-age=31536000, immutable",0.11199992150068283,-1,-1,-1,-1,0,0.09799981489777565,0.01400010660290718,-1
page_1,2023-02-22T22:33:01.131Z,GET,https://noagendatube.com/plugins/translations/en-US.json,http/2.0,0,200,2,application/json; charset=utf-8,2,87.54099998623133,3.3169997263550757,-1,-1,-1,0.2160000000000002,83.7290002309084,0.27900002896785736,1.1259997263550758
page_1,2023-02-22T22:33:01.133Z,GET,https://noagendatube.com/api/v1/plugins/peertube-plugin-livechat/public-settings,http/2.0,0,304,328,89.15199991315603,2.1530001117885114,-1,-1,-1,0.712,85.92400006410479,0.36299973726272583,0.9320001117885113
page_1,2023-02-22T22:33:01.182Z,GET,https://noagendatube.com/api/v1/plugins/peertube-plugin-lightning/public-settings,http/2.0,0,200,112,application/json; charset=utf-8,112,80.17099974676967,1.2020001261532307,-1,-1,-1,0.21400000000000002,78.3230000564456,0.4319995641708374,0.7810001261532307
page_1,2023-02-22T22:33:01.185Z,GET,https://api.coincap.io/v2/rates/bitcoin,http/2.0,0,200,140,application/json; charset=utf-8,178.22099989280105,1.0830001501739024,-1,-1,-1,0.25,166.91499993890523,9.972999803721905,0.7230001501739025
page_1,2023-02-22T22:33:01.357Z,GET,https://noagendatube.com/plugins/livechat/6.1.0/client-scripts/dist/client/videowatch-client-plugin.js,http/2.0,0,200,21175,application/javascript; charset=UTF-8,"public, max-age=2592000, immutable",77.55200006067753,1.2469998400211333,-1,-1,-1,0.21999999999999997,75.7200000025034,0.3650002181529999,0.7739998400211334
page_1,2023-02-22T22:33:01.359Z,GET,https://noagendatube.com/plugins/chapters/1.1.2/client-scripts/dist/client/video-watch-client-plugin.js,http/2.0,0,200,51588,application/javascript; charset=UTF-8,"public, max-age=2592000, immutable",88.56099983677268,1.9459997263550757,-1,-1,-1,0.31700000000000006,85.6300001462102,0.6679999642074108,1.1259997263550758
page_1,2023-02-22T22:33:01.362Z,GET,https://noagendatube.com/plugins/creative-commons/1.2.0/client-scripts/client/video-watch-client-plugin.js,http/2.0,0,200,4905,application/javascript; charset=UTF-8,"public, max-age=2592000, immutable",86.06000011786819,1.2430000043213367,-1,-1,-1,0.5409999999999999,83.6529997934997,0.6230003200471401,0.7650000043213367
page_1,2023-02-22T22:33:01.364Z,GET,https://noagendatube.com/api/v1/videos/qfgNJkcJUfVdJwzY9G5USt/captions,http/2.0,0,304,21,86.63900010287762,1.4179998104274274,-1,-1,-1,0.22299999999999998,84.56300000694394,0.4350002855062485,0.9229998104274273
page_1,2023-02-22T22:33:01.412Z,GET,https://noagendatube.com/manifest.webmanifest?58f011550b86aa6ed1a787158761a6e33d2b5f8d,http/2.0,0,304,915,247.86000006082654,3.0830000858902933,0.02299999999999991,77.56800000000001,164.324,0.47399999999998954,79.1309999794066,0.8249999955296516,2.274000085890293
